Pesquisador_link,Title,Pub_Link,Nro_Autores,Data,Nro_Citations,Year
/pt/pesquisador/3220/antonio-carlos-pereira/,Effect of particles of ashes produced from sugarcane burning on the respiratory system of rats,/pt/publicacao/103607/effect-of-particles-of-ashes-produced-from-sugarcane-burning/,7,NOV 2014,2,2014
/pt/pesquisador/3220/antonio-carlos-pereira/,Social vulnerability and factors associated with oral impact on daily performance among adolescents,/pt/publicacao/134608/social-vulnerability-and-factors-associated-with-oral-impact/,8,AUG 30 2017,4,2017
/pt/pesquisador/3220/antonio-carlos-pereira/,Socio-economic factors associated with periodontal conditions among Brazilian elderly people - Multilevel analysis of the SBSP-15 study,/pt/publicacao/154028/socio-economic-factors-associated-with-periodontal-condition/,5,NOV 7 2018,0,2018
/pt/pesquisador/3220/antonio-carlos-pereira/,Quality of life and socio-dental impact among underprivileged Brazilian adolescents,/pt/publicacao/106254/quality-of-life-and-socio-dental-impact-among-underprivilege/,9,MAR 2015,9,2015
/pt/pesquisador/3220/antonio-carlos-pereira/,Impact on quality of life in teachers after educational actions for prevention of voice disorders: a longitudinal study,/pt/publicacao/70321/impact-on-quality-of-life-in-teachers-after-educational-acti/,6,FEB 27 2013,11,2013
/pt/pesquisador/3220/antonio-carlos-pereira/,In Vitro evaluation of microleakage of different materials used as pit-and-fissure sealants,/pt/publicacao/64171/in-vitro-evaluation-of-microleakage-of-different-materials-u/,5, 2006,0,2006
/pt/pesquisador/3220/antonio-carlos-pereira/,Occlusal Tooth Surface Treatment Plans and Their Possible Effects on Oral Health Care Costs,/pt/publicacao/38016/occlusal-tooth-surface-treatment-plans-and-their-possible-ef/,5,2009,10,2009
/pt/pesquisador/3220/antonio-carlos-pereira/,Comparison of three methods for detection of carious lesions in proximal surfaces versus direct visual examination after tooth separation,/pt/publicacao/51876/comparison-three-methods-detection-carious/,4,2004,0,2004
/pt/pesquisador/3220/antonio-carlos-pereira/,Avaliação in vitro do aparelho DIAGNOdent para diagnóstico oclusal,/pt/publicacao/96171/avaliacao-in-vitro-do-aparelho-diagnodent-para-diagnostico-o/,4,Dez. 2000,0,2000
/pt/pesquisador/3220/antonio-carlos-pereira/,Evaluation of the Effectiveness of a Voice Training Program for Teachers,/pt/publicacao/89916/evaluation-of-the-effectiveness-of-a-voice-training-program-/,7,SEP 2013,14,2013
/pt/pesquisador/3220/antonio-carlos-pereira/,Occlusal caries prevention in high and low risk schoolchildren. A clinical trial,/pt/publicacao/28538/occlusal-caries-prevention-in-high-and-low-risk-schoolchildr/,6,APR 2011,18,2011
/pt/pesquisador/3220/antonio-carlos-pereira/,Risk indicators of dental caries in 5-year-old Brazilian children,/pt/publicacao/38942/risk-indicators-of-dental-caries-in-5-year-old-brazilian-chi/,7,DEC 2008,6,2008
/pt/pesquisador/3220/antonio-carlos-pereira/,Time of initial acquisition of mutans streptococci by human infants,/pt/publicacao/47942/time-initial-acquisition-mutans-streptococci/,4,2004,0,2004
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,"Changes in bite force, masticatory muscle thickness, and facial morphology between primary and mixed dentition in preschool children with normal occlusion",/pt/publicacao/34480/changes-in-bite-force-masticatory-muscle-thickness-and-facia/,4,2010,13,2010
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Ultrasonographic study of the temporomandibular joint in individuals with and without temporomandibular disorder,/pt/publicacao/175745/ultrasonographic-study-of-the-temporomandibular-joint-in-ind/,3,NOV 2019,0,2019
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Tomographic evaluation of TMJ in adolescents with temporomandibular disorders,/pt/publicacao/164897//,2,Set. 2004,0,2004
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Characteristics of masticatory muscles in children with unilateral posterior crossbite,/pt/publicacao/164898//,4,Jun. 2010,0,2010
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,"Influence of anthropometry, TMD, and sex on molar bite force in adolescents with and without orthodontic needs",/pt/publicacao/139665/influence-of-anthropometry-tmd-and-sex-on-molar-bite-force/,4,NOV 2017,0,2017
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,"Masticatory function, taste, and salivary flow in young healthy adults",/pt/publicacao/123489/masticatory-function-taste-and-salivary-flow-in-young-heal/,4,SEP 2016,3,2016
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,"Avaliação do dimorfismo sexual e da relação entre as características craniofaciais, dos arcos dentários e do músculo masseter na fase de dentição mista",/pt/publicacao/158378//,6,Ago. 2014,0,2014
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Evaluation of oro-facial function in young subjects with temporomandibular disorders,/pt/publicacao/95543/evaluation-of-oro-facial-function-in-young-subjects-with-tem/,5,JUL 2014,4,2014
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,"Salivary Cortisol, Alpha-Amylase and Heart Rate Variation in Response to Dental Treatment in Children",/pt/publicacao/62202/salivary-cortisol-alpha-amylase-and-heart-rate-variation-in-/,5,FAL 2012,16,2012
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,"Relationship among oral habits, orofacial function and oral health-related quality of life in children",/pt/publicacao/69290/relationship-among-oral-habits-orofacial-function-and-oral-h/,3,MAY-JUN 2013,10,2013
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Electromyographic activity and thickness of masticatory muscles in children with unilateral posterior crossbite,/pt/publicacao/51169/electromyographic-activity-thickness-masticatory-muscles/,4,2009,0,2009
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Associations between oral health-related quality of life and emotional statuses in children and preadolescents,/pt/publicacao/60849/associations-between-oral-health-related-quality-of-life-and/,4,OCT 2012,16,2012
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Salivary alpha-amylase and hormones levels of young adults with different body composition,/pt/publicacao/162200/salivary-alpha-amylase-and-hormones-levels-of-young-adults-w/,4,FEB 2019,2,2019
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,"Maximal bite force, facial morphology and sucking habits in young children with functional posterior crossbite",/pt/publicacao/40734/maximal-bite-force-facial-morphology-and-sucking-habits-in-y/,4,MAR-APR 2010,9,2010
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,"Assessment of masticatory performance, bite force, orthodontic treatment need and orofacial dysfunction in children and adolescents",/pt/publicacao/70257/assessment-of-masticatory-performance-bite-force-orthodontic/,5,MAR 2013,24,2013
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Changes in the oral-health-related quality of life of Brazilian children after an educational preventive programme: an 1-month longitudinal evaluation,/pt/publicacao/98613/changes-in-the-oral-health-related-quality-of-life-of-brazil/,4,AUG 2014,6,2014
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Ultrasonography and electromyography of masticatory muscles in a group of adolescents with signs and symptoms of TMD,/pt/publicacao/42416/ultrasonography-electromyography-masticatory-muscles-group/,5,2006,0,2006
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Quality of life evaluation of children with sleep bruxism,/pt/publicacao/63778/quality-of-life-evaluation-of-children-with-sleep-bruxism/,3,2010,13,2010
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,"Oral Health-related Quality of Life in Children and Preadolescents with Caries, Malocclusions or Temporomandibular Disorders",/pt/publicacao/122878/oral-health-related-quality-of-life-in-children-and-preadole/,4,2016,3,2016
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Associations between Psychological Factors and the Presence of Deleterious Oral Habits in Children and Adolescents,/pt/publicacao/100568/associations-between-psychological-factors-and-the-presence-/,4,SUM 2014,7,2014
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,"Evaluation of Changes in Muscle Thickness, Bite Force and Facial Asymmetry during Early Treatment of Functional Posterior Crossbite",/pt/publicacao/33162/evaluation-of-changes-in-muscle-thickness-bite-force-and-fac/,4,SUM 2010,4,2010
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,EFFECT OF REMOVABLE PARTIAL DENTURES REPLACING PRIMARY MOLARS ON MASTICATION OF FOODS WITH VARIABLE TEXTURE,/pt/publicacao/37119/effect-of-removable-partial-dentures-replacing-primary-molar/,3,APR 2009,1,2009
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Effects of Head Posture on Cervical Muscle Thickness and Activity in Young Adults With and Without Temporomandibular Disorders,/pt/publicacao/91712/effects-of-head-posture-on-cervical-muscle-thickness-and-act/,4,MAR 2014,1,2014
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Factors Associated with Oral Health-related Quality of Life in Children and Preadolescents: A Cross-sectional Study,/pt/publicacao/118777/factors-associated-with-oral-health-related-quality-of-life/,4,2016,13,2016
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,Awakening salivary cortisol levels of children with sleep bruxism,/pt/publicacao/55607/awakening-salivary-cortisol-levels-of-children-with-sleep-br/,5,JUN 2012,8,2012
/pt/pesquisador/5777/maria-beatriz-duarte-gaviao/,THE USE OF ULTRASOUND IN THE INVESTIGATION OF THE MUSCLES OF MASTICATION,/pt/publicacao/38923/the-use-of-ultrasound-in-the-investigation-of-the-muscles-of/,3,DEC 2008,22,2008
/pt/pesquisador/3386/maria-regina-lorenzetti-simionato/,"Quantitative detection of Staphylococcus aureus, Enterococcus faecalis and Pseudomonas aeruginosa in human oral epithelial cells from subjects with periodontitis and periodontal health",/pt/publicacao/89387/quantitative-detection-of-staphylococcus-aureus-enterococcus/,6,OCT 2013,29,2013
/pt/pesquisador/3386/maria-regina-lorenzetti-simionato/,Sucrose Substitutes Affect the Cariogenic Potential of Streptococcus mutans Biofilms,/pt/publicacao/93572/sucrose-substitutes-affect-the-cariogenic-potential-of-strep/,6,2014,10,2014
/pt/pesquisador/5719/jose-humberto-damante/,Is podoplanin expression associated with the proliferative activity of ameloblastomas?,/pt/publicacao/60851/is-podoplanin-expression-associated-with-the-proliferative-a/,5,OCT 2012,10,2012
/pt/pesquisador/5719/jose-humberto-damante/,Postmortem acinar autolysis in rat sublingual gland: a morphometric study,/pt/publicacao/32093/postmortem-acinar-autolysis-in-rat-sublingual-gland-a-morpho/,5,SEP-OCT 2010,5,2010
/pt/pesquisador/5128/luis-roberto-marcondes-martins/,Activation Mode Effects on the Shear Bond Strength of Dual-cured Resin Cements,/pt/publicacao/32004/activation-mode-effects-on-the-shear-bond-strength-of-dual-c/,4,SEP-OCT 2010,16,2010
/pt/pesquisador/5128/luis-roberto-marcondes-martins/,Heat treatment-improved bond strength of resin cement to lithium disilicate dental glass-ceramic,/pt/publicacao/119047/heat-treatment-improved-bond-strength-of-resin-cement-to-lit/,7,JUN 2016,4,2016
/pt/pesquisador/5128/luis-roberto-marcondes-martins/,Effect of Immediate or Delayed Light Activation on Curing Kinetics and Shrinkage Stress of Dual-Cure Resin Cements,/pt/publicacao/28945/effect-of-immediate-or-delayed-light-activation-on-curing-ki/,6,MAR-APR 2011,22,2011
/pt/pesquisador/5128/luis-roberto-marcondes-martins/,Influence of silica nanocoating on stain susceptibility and superficial integrity of dimethacrylate-based composites,/pt/publicacao/168409/influence-of-silica-nanocoating-on-stain-susceptibility-and/,4,AUG 2019,0,2019
/pt/pesquisador/5234/clovis-monteiro-bramante/,Effect of larger apical size on the quality of preparation in curved canals using reciprocating instruments with different heat thermal treatments,/pt/publicacao/172107/effect-of-larger-apical-size-on-the-quality-of-preparation-i/,7,NOV 2019,0,2019
/pt/pesquisador/5234/clovis-monteiro-bramante/,Unusual Deviation of the Main Foramen from the Root Apex,/pt/publicacao/122266/unusual-deviation-of-the-main-foramen-from-the-root-apex/,5,Out. 2016,0,2016
/pt/pesquisador/5234/clovis-monteiro-bramante/,Analysis of the effects of several decalcifying agents alone and in combination with sodium hypochlorite on the chemical composition of dentine,/pt/publicacao/143791/analysis-of-the-effects-of-several-decalcifying-agents-alone/,6,JAN 2018,9,2018
/pt/pesquisador/5234/clovis-monteiro-bramante/,"Comparative accuracy of the Clearing Technique, CBCT and Micro-CT methods in studying the mesial root canal configuration of mandibular first molars",/pt/publicacao/125176/comparative-accuracy-of-the-clearing-technique-cbct-and-mic/,9,JAN 2017,23,2017
/pt/pesquisador/5234/clovis-monteiro-bramante/,Micro-CT analysis of danger zone thickness in the mesiobuccal roots of maxillary first molars,/pt/publicacao/163187/micro-ct-analysis-of-danger-zone-thickness-in-the-mesiobucca/,4,APR 2019,2,2019
/pt/pesquisador/5234/clovis-monteiro-bramante/,Apical root canal anatomy in the mesiobuccal root of maxillary first molars: influence of root apical shape and prevalence of apical foramina - a micro-CT study,/pt/publicacao/168719/apical-root-canal-anatomy-in-the-mesiobuccal-root-of-maxilla/,4,AUG 2019,0,2019
/pt/pesquisador/5234/clovis-monteiro-bramante/,Antibacterial Properties Associated with Chitosan Nanoparticle Treatment on Root Dentin and 2 Types of Endodontic Sealers,/pt/publicacao/110586/antibacterial-properties-associated-with-chitosan-nanopartic/,4,AUG 2015,22,2015
/pt/pesquisador/5234/clovis-monteiro-bramante/,Middle mesial canals in mandibular first molars: A micro-CT study in different populations,/pt/publicacao/114221/middle-mesial-canals-in-mandibular-first-molars-a-micro-ct/,7,JAN 2016,18,2016
/pt/pesquisador/5234/clovis-monteiro-bramante/,Morphologic Micro-Computed Tomography Analysis of Mandibular Premolars with Three Root Canals,/pt/publicacao/89907/morphologic-micro-computed-tomography-analysis-of-mandibular/,6,SEP 2013,15,2013
/pt/pesquisador/5234/clovis-monteiro-bramante/,The antimicrobial effect of new and conventional endodontic irrigants on intra-orally infected dentin,/pt/publicacao/72581/the-antimicrobial-effect-of-new-and-conventional-endodontic-/,7,MAY-JUL 2013,14,2013
/pt/pesquisador/5234/clovis-monteiro-bramante/,"Antimicrobial Activity of Triantibiotic Paste, 2% Chlorhexidine Gel, and Calcium Hydroxide on an Intraoral-infected Dentin Biofilm Model",/pt/publicacao/63293/antimicrobial-activity-of-triantibiotic-paste-2-chlorhexidin/,8,JAN 2013,28,2013
/pt/pesquisador/5234/clovis-monteiro-bramante/,Antibacterial and dissolution ability of sodium hypochlorite in different pHs on multi-species biofilms,/pt/publicacao/111936/antibacterial-and-dissolution-ability-of-sodium-hypochlorite/,8,NOV 2015,10,2015
/pt/pesquisador/5234/clovis-monteiro-bramante/,Etidronate causes minimal changes in the ability of sodium hypochlorite to dissolve organic matter,/pt/publicacao/107213/etidronate-causes-minimal-changes-in-the-ability-of-sodium-h/,6,APR 2015,20,2015
/pt/pesquisador/5234/clovis-monteiro-bramante/,"Antimicrobial activity of Chlorhexidine, Peracetic acid and Sodium hypochlorite/etidronate irrigant solutions against Enterococcus faecalis biofilms",/pt/publicacao/112981/antimicrobial-activity-of-chlorhexidine-peracetic-acid-and/,8,DEC 2015,21,2015
/pt/pesquisador/5234/clovis-monteiro-bramante/,Antimicrobial effect of endodontic solutions used as final irrigants on a dentine biofilm model,/pt/publicacao/53307/antimicrobial-effect-of-endodontic-solutions-used-as-final-i/,7,FEB 2012,45,2012
/pt/pesquisador/5234/clovis-monteiro-bramante/,Physical Properties and Interfacial Adaptation of Three Epoxy Resin-based Sealers,/pt/publicacao/26227/physical-properties-and-interfacial-adaptation-of-three-epox/,10,OCT 2011,25,2011
/pt/pesquisador/5234/clovis-monteiro-bramante/,Comparative Effectiveness of New Mechanical Irrigant Agitating Devices for Debris Removal from the Canal and Isthmus of Mesial Roots of Mandibular Molars,/pt/publicacao/128376/comparative-effectiveness-of-new-mechanical-irrigant-agitati/,7,FEB 2017,10,2017
/pt/pesquisador/5234/clovis-monteiro-bramante/,"Effect of the combination of several irrigants on dentine surface properties, adsorption of chlorhexidine and adhesion of microorganisms to dentine",/pt/publicacao/154203/effect-of-the-combination-of-several-irrigants-on-dentine-su/,9,DEC 2018,0,2018
/pt/pesquisador/5234/clovis-monteiro-bramante/,Shaping ability of Reciproc and TF Adaptive systems in severely curved canals of rapid microCT-based prototyping molar replicas,/pt/publicacao/103747/shaping-ability-of-reciproc-and-tf-adaptive-systems-in-sever/,6,NOV-DEC 2014,16,2014
/pt/pesquisador/5234/clovis-monteiro-bramante/,Micro-computed Tomographic Analysis of the Root Canal Morphology of the Distal Root of Mandibular First Molar,/pt/publicacao/104693/micro-computed-tomographic-analysis-of-the-root-canal-morpho/,6,FEB 2015,19,2015
/pt/pesquisador/5234/clovis-monteiro-bramante/,Efficacy of xylene and passive ultrasonic irrigation on remaining root filling material during retreatment of anatomically complex teeth,/pt/publicacao/101496/efficacy-of-xylene-and-passive-ultrasonic-irrigation-on-rema/,8,NOV 2014,23,2014
/pt/pesquisador/5234/clovis-monteiro-bramante/,Morphological evaluation of maxillary second molars with fused roots: a micro-CT study,/pt/publicacao/139762/morphological-evaluation-of-maxillary-second-molars-with-fus/,6,DEC 2017,8,2017
/pt/pesquisador/5234/clovis-monteiro-bramante/,Comparison of three retreatment techniques with ultrasonic activation in flattened canals using micro-computed tomography and scanning electron microscopy,/pt/publicacao/126759/comparison-of-three-retreatment-techniques-with-ultrasonic-a/,6,SEP 2016,20,2016
/pt/pesquisador/5234/clovis-monteiro-bramante/,Mixture of alkaline tetrasodium EDTA with sodium hypochlorite promotes invitro smear layer removal and organic matter dissolution during biomechanical preparation,/pt/publicacao/125177/mixture-of-alkaline-tetrasodium-edta-with-sodium-hypochlorit/,7,JAN 2017,12,2017
/pt/pesquisador/5234/clovis-monteiro-bramante/,Micro-computed Tomographic Analysis of Mandibular Second Molars with C-shaped Root Canals,/pt/publicacao/108752/micro-computed-tomographic-analysis-of-mandibular-second-mol/,7,JUN 2015,7,2015
/pt/pesquisador/5234/clovis-monteiro-bramante/,Micro-CT evaluation of C-shaped mandibular first premolars in a Brazilian subpopulation,/pt/publicacao/109826/micro-ct-evaluation-of-c-shaped-mandibular-first-premolars-i/,8,AUG 2015,13,2015
/pt/pesquisador/5234/clovis-monteiro-bramante/,"Influence of powder-to-water ratio on radiopacity, setting time, pH, calcium ion release and a micro-CT volumetric solubility of white mineral trioxide aggregate",/pt/publicacao/92356/influence-of-powder-to-water-ratio-on-radiopacity-setting-ti/,7,FEB 2014,30,2014
/pt/pesquisador/171479/magda-maria-sales-carneiro-sampaio/,Chronic polyarthritis as isolated manifestation of toxocariasis,/pt/publicacao/120432/chronic-polyarthritis-as-isolated-manifestation-of-toxocaria/,6,MAR-APR 2016,1,2016
/pt/pesquisador/171479/magda-maria-sales-carneiro-sampaio/,"Low C4, C4A and C4B gene copy numbers are stronger risk factors for juvenile-onset than for adult-onset systemic lupus erythematosus",/pt/publicacao/121042/low-c4-c4a-and-c4b-gene-copy-numbers-are-stronger-risk-fact/,7,MAY 2016,13,2016
/pt/pesquisador/171479/magda-maria-sales-carneiro-sampaio/,Childhood-onset bullous systemic lupus erythematosus,/pt/publicacao/101926/childhood-onset-bullous-systemic-lupus-erythematosus/,6,NOV 2014,15,2014
/pt/pesquisador/171479/magda-maria-sales-carneiro-sampaio/,Vaccinations in juvenile chronic inflammatory diseases: an update,/pt/publicacao/71256/vaccinations-in-juvenile-chronic-inflammatory-diseases-an-up/,3,SEP 2013,19,2013
/pt/pesquisador/171479/magda-maria-sales-carneiro-sampaio/,A novel activation-induced cytidine deaminase (AID) mutation in Brazilian patients with hyper-IgM type 2 syndrome,/pt/publicacao/71534/a-novel-activation-induced-cytidine-deaminase-aid-mutation-i/,8,AUG 2013,3,2013
/pt/pesquisador/171479/magda-maria-sales-carneiro-sampaio/,Periodontal disease in pediatric rheumatic diseases,/pt/publicacao/99983/periodontal-disease-in-pediatric-rheumatic-diseases/,6,JUL-AUG 2014,3,2014
/pt/pesquisador/171479/magda-maria-sales-carneiro-sampaio/,Pulmonary cryptococcosis in childhood systemic lupus erythematosus and Sjogren syndrome overlap: a rare opportunistic infection,/pt/publicacao/88984/pulmonary-cryptococcosis-in-childhood-systemic-lupus-erythem/,7,NOV 2013,4,2013
/pt/pesquisador/171479/magda-maria-sales-carneiro-sampaio/,Diagnosis and classification of autoimmune orchitis,/pt/publicacao/91398/diagnosis-and-classification-of-autoimmune-orchitis/,4,APR-MAY 2014,19,2014
/pt/pesquisador/171479/magda-maria-sales-carneiro-sampaio/,"Efficacy and safety of creatine supplementation in childhood-onset systemic lupus erythematosus: a randomized, double-blind, placebo-controlled, crossover trial",/pt/publicacao/103244/efficacy-and-safety-of-creatine-supplementation-in-childhood/,9,DEC 2014,0,2014
/pt/pesquisador/171479/magda-maria-sales-carneiro-sampaio/,The use of reverse transcription-PCR for the diagnosis of X-linked chronic granulomatous disease,/pt/publicacao/96887/the-use-of-reverse-transcription-pcr-for-the-diagnosis-of-x-/,7,Maio 2004,0,2004
/pt/pesquisador/171479/magda-maria-sales-carneiro-sampaio/,Autoimmune manifestations in SCID due to IL7R mutations: Omenn syndrome and cytopenias,/pt/publicacao/97293/autoimmune-manifestations-in-scid-due-to-il7r-mutations-omen/,10,JUL 2014,7,2014
/pt/pesquisador/3256/valdemar-mallet-da-rocha-barros/,An alternative classical representation of the phase shifts and the inverse scattering problem,/pt/publicacao/46118/alternative-classical-representation-phase-shifts/,2,1994,0,1994
/pt/pesquisador/3256/valdemar-mallet-da-rocha-barros/,Study Comparing Midazolam and Nitrous Oxide in Dental Anxiety Control,/pt/publicacao/93143/study-comparing-midazolam-and-nitrous-oxide-in-dental-anxiet/,6,SEP 2013,7,2013
/pt/pesquisador/5046/osvaldo-luiz-bezzon/,Evaluation of Anodic Behavior of Commercially Pure Titanium in Tungsten Inert Gas and Laser Welds,/pt/publicacao/54088/evaluation-of-anodic-behavior-of-commercially-pure-titanium-/,7,DEC 2011,5,2011
/pt/pesquisador/5046/osvaldo-luiz-bezzon/,Effect of casting temperature and atmosphere on castability of Ni-Cr alloys: a comparative study with direct flame casting method,/pt/publicacao/96826/effect-of-casting-temperature-and-atmosphere-on-castability/,4,Jun. 2006,0,2006
/pt/pesquisador/5046/osvaldo-luiz-bezzon/,Effect of casting technique on surface roughness and consequent mass loss after polishing of NiCr and CoCr base metal alloys: a comparative study with titanium,/pt/publicacao/1862/effect-of-casting-technique-on-surface-roughness-and-consequ/,4,set. 2004,0,2004
/pt/pesquisador/5046/osvaldo-luiz-bezzon/,"Effect of the use of die spacer on the marginal fit of copings cast in NiCr, NiCrBe and commercially pure titanium",/pt/publicacao/64094/effect-of-the-use-of-die-spacer-on-the-marginal-fit-of-copin/,5, 2007,0,2007
/pt/pesquisador/4876/francisco-emilio-pustiglioni/,Immunological and microbiological periodontal profiles in isolated growth hormone deficiency,/pt/publicacao/153634/immunological-and-microbiological-periodontal-profiles-in-is/,10,NOV 2018,1,2018
/pt/pesquisador/4876/francisco-emilio-pustiglioni/,Tooth loss prevalence and risk indicators in an isolated population of Brazil,/pt/publicacao/35962/tooth-loss-prevalence-and-risk-indicators-in-an-isolated-pop/,6,SEP 2009,15,2009
/pt/pesquisador/4876/francisco-emilio-pustiglioni/,Subgingival microbial profiles as diagnostic markers of destructive periodontal diseases: A clinical epidemiology study,/pt/publicacao/70289/subgingival-microbial-profiles-as-diagnostic-markers-of-dest/,8,MAR 2013,1,2013
/pt/pesquisador/4876/francisco-emilio-pustiglioni/,Periodontal disease in adults with untreated congenital growth hormone deficiency: a case-control study,/pt/publicacao/27925/periodontal-disease-in-adults-with-untreated-congenital-grow/,10,JUN 2011,11,2011
/pt/pesquisador/4876/francisco-emilio-pustiglioni/,Risk indicators for aggressive periodontitis in an untreated isolated young population from Brazil,/pt/publicacao/68612/risk-indicators-for-aggressive-periodontitis-in-an-untreated/,5,Jun. 2009,0,2009
/pt/pesquisador/4876/francisco-emilio-pustiglioni/,Risk indicators for increased probing depth in an isolated population in Brazil,/pt/publicacao/60358/risk-indicators-for-increased-probing-depth-in-an-isolated-p/,6,SEP 2008,12,2008
/pt/pesquisador/4900/maria-fidela-de-lima-navarro/,Ten-year survival of ART restorations in permanent posterior teeth,/pt/publicacao/28792/ten-year-survival-of-art-restorations-in-permanent-posterior/,5,APR 2011,23,2011
/pt/pesquisador/4900/maria-fidela-de-lima-navarro/,Randomized controlled clinical trial of long-term chemo-mechanical caries removal using Papacarie (TM) gel,/pt/publicacao/99673/randomized-controlled-clinical-trial-of-long-term-chemo-mech/,7,JUL-AUG 2014,4,2014
/pt/pesquisador/4900/maria-fidela-de-lima-navarro/,"Efficacy of Papacarie (R) in reduction of residual bacteria in deciduous teeth: a randomized, controlled clinical trial",/pt/publicacao/95022/efficacy-of-papacarie-r-in-reduction-of-residual-bacteria-in/,7,2014,9,2014
/pt/pesquisador/4900/maria-fidela-de-lima-navarro/,Clinical evaluation of multisurface ART restorations,/pt/publicacao/158851//,5,Mar. 2005,0,2005
/pt/pesquisador/4900/maria-fidela-de-lima-navarro/,Randomized controlled clinical trial of long-term chemo-mechanical caries removal using PapacarieTM gel,/pt/publicacao/164784//,7,Jul. 2014,0,2014
/pt/pesquisador/4900/maria-fidela-de-lima-navarro/,Randomized clinical trial of class II restoration in permanent teeth comparing ART with composite resin after 12 months,/pt/publicacao/169390/randomized-clinical-trial-of-class-ii-restoration-in-permane/,7,SEP 2019,0,2019
/pt/pesquisador/4900/maria-fidela-de-lima-navarro/,Microhardness and chemical analysis of high-viscous glass-ionomer cement after 10 years of clinical service as ART restorations,/pt/publicacao/25691/microhardness-and-chemical-analysis-of-high-viscous-glass-io/,6,DEC 2011,14,2011
/pt/pesquisador/4606/heitor-panzeri/,Analysis of Stress and Fracture Strength of Zirconia Implants after Cyclic Loading,/pt/publicacao/113056/analysis-of-stress-and-fracture-strength-of-zirconia-implant/,6,SEP-OCT 2015,2,2015
/pt/pesquisador/4606/heitor-panzeri/,A novel bioactive glass-ceramic for treating dentin hypersensitivity,/pt/publicacao/65618/a-novel-bioactive-glass-ceramic-for-treating-dentin-hypersen/,5,Dez. 2010,0,2010
/pt/pesquisador/4606/heitor-panzeri/,The effect of a novel crystallised bioactive glass-ceramic powder on dentine hypersensitivity: a long-term clinical study,/pt/publicacao/28779/the-effect-of-a-novel-crystallised-bioactive-glass-ceramic-p/,6,APR 2011,21,2011
/pt/pesquisador/3943/fernando-ricardo-xavier-da-silveira/,Oral candidiasis in HIV+ patients under treatment with protease inhibitors,/pt/publicacao/68326/oral-candidiasis-in-hiv-patients-under-treatment-with-prote/,4,Dez. 2008,0,2008
/pt/pesquisador/3943/fernando-ricardo-xavier-da-silveira/,"Adherence to HeLa cells, typing by killer toxins and susceptibility to antifungal agents of Candida dubliniensis strains",/pt/publicacao/160234//,3,Mar. 2007,0,2007
/pt/pesquisador/3952/jose-fortunato-ferreira-santos/,Morphological characterization of the tooth/adhesive interface,/pt/publicacao/64172/morphological-characterization-of-the-toothadhesive-interfa/,3, 2006,0,2006
/pt/pesquisador/38552/claudia-maria-bertan-membrive/,Controle da síntese de prostaglandina F2α no endométrio bovino in vitro,/pt/publicacao/48442/controle-sintese-prostaglandina-f2-endometrio/,2,2006,0,2006
/pt/pesquisador/38552/claudia-maria-bertan-membrive/,Caracterização do estro de novilhas cruzadas (Bos taurus indicus x Bos taurus taurus) por radiotelemetria,/pt/publicacao/51099/caracterizacao-estro-novilhas-cruzadas-bos/,3,2006,0,2006
/pt/pesquisador/88867/rita-de-cassia-stocco/,Using the comet and micronucleus assays for genotoxicity studies: A review,/pt/publicacao/108261/using-the-comet-and-micronucleus-assays-for-genotoxicity-stu/,9,MAY 2015,59,2015
/pt/pesquisador/88867/rita-de-cassia-stocco/,Genetics and metabolic deregulation following cancer initiation: A world to explore,/pt/publicacao/123951/genetics-and-metabolic-deregulation-following-cancer-initiat/,8,AUG 2016,5,2016
/pt/pesquisador/88867/rita-de-cassia-stocco/,"Analysis of antioxidant, cytotoxic and mutagenic potential of Agave sisalana Perrine extracts using Vero cells, human lymphocytes and mice polychromatic erythrocytes",/pt/publicacao/147578/analysis-of-antioxidant-cytotoxic-and-mutagenic-potential-o/,10,FEB 2018,1,2018
