Pesquisador_link,Title,Authors,Number_authors,Date,Citations,Year
/pt/pesquisador/7183/gisele-zoccal-mingoti/,Improving the cytoplasmic maturation of bovine oocytes matured in vitro with intracellular and/or extracellular antioxidants is not associated with increased rates of embryo development,"ROCHA-FRIGONI, NATHALIA A. S.##LEAO, BEATRIZ C. S.##DALL'ACQUA, PRISCILA CHEDIEK##MINGOTI, GISELE Z.",4,NOV 2016,13,2016
/pt/pesquisador/7183/gisele-zoccal-mingoti/,Sexual maturity and fertility-related measures in young Nellore bulls receiving long-term dietary supplementation with rumen-protected polyunsaturated fatty acids,"ROSSI, GUILHERME FAZAN##RIBEIRO DIAS, ERIKA ALINE##BASTOS, NATALIA MARINS##VRISMAN, DAYANE PRISCILA##RODRIGUES, NAIARA NANTES##VANTINI, ROBERTA##GARCIA, JOAQUIM MANSANO##SIMILI, FLAVIA FERNANDA##RIBEIRO, ENILSON GERALDO##CANESIN, ROBERTA CARRILHO",10,NOV 2019,0,2019
/pt/pesquisador/7183/gisele-zoccal-mingoti/,Effects of gaseous atmosphere and antioxidants on the development and cryotolerance of bovine embryos at different periods of in vitro culture,"DE SOUZA ROCHA-FRIGONI, NATHALIA ALVES##DA SILVA LEAO, BEATRIZ CAETANO##NOGUEIRA, ERIKLIS##ACCORSI, MONICA FERREIRA##MINGOTI, GISELE ZOCCAL",5,APR 2015,7,2015
/pt/pesquisador/7183/gisele-zoccal-mingoti/,Reduced levels of intracellular reactive oxygen species and apoptotic status are not correlated with increases in cryotolerance of bovine embryos produced in vitro in the presence of antioxidants,"ROCHA-FRIGONI, NATHALIA A. S.##LEAO, BEATRIZ C. S.##NOGUEIRA, ERIKLIS##ACCORSI, MONICA F.##MINGOTI, GISELE Z.",5,2014,11,2014
/pt/pesquisador/7183/gisele-zoccal-mingoti/,Heparin and penicillamine-hypotaurine-epinephrine (PHE) solution during bovine in vitro fertilization procedures impair the quality of spermatozoa but improve normal oocyte fecundation and early embryonic development,"GONCALVES, F. S.##BARRETTO, L. S. S.##ARRUDA, R. P.##PERRI, S. H. V.##MINGOTI, G. Z.",5,JAN 2014,4,2014
/pt/pesquisador/7183/gisele-zoccal-mingoti/,Meiotic inhibition of bovine oocytes in medium supplemented with a serum replacer and hormones: effects on meiosis progression and developmental capacity,"SA BARRETTO, LETICIA SIQUEIRA##DIAS CAIADO CASTRO, VIVIANE SGOBBI##GARCIA, JOAQUIM MANSANO##MINGOTI, GISELE ZOCCAL",4,MAY 2011,11,2011
/pt/pesquisador/7183/gisele-zoccal-mingoti/,Differences in embryonic gene expression and quality indicate the benefit of epidermal growth factor receptor inhibitor during prematuration to improve competence in bovine oocytes,"DALL'ACQUA, PRISCILA CHEDIEK##NUNES, GIOVANA BARROS##DA SILVA, CINTIA RODRIGUES##FONTES, PATRICIA KUBO##GOUVEIA NOGUEIRA, MARCELO FABIO##LOPES, FLAVIA LOMBARDI##MARINHO, MARCIA##MINGOTI, GISELE ZOCCAL",8,APR 2019,1,2019
/pt/pesquisador/7183/gisele-zoccal-mingoti/,Transporting bovine oocytes in a medium supplemented with different macromolecules and antioxidants: Effects on nuclear and cytoplasmic maturation and embryonic development in vitro,"AMBROGI, M.##DALL'ACQUA, P. C.##ROCHA-FRIGONI, N. A. S.##LEAO, B. C. S.##MINGOTI, G. Z.",5,JUN 2017,4,2017
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Ovarian function in Nelore (Bos taurus indicus) cows after post-ovulation hormonal treatments,MACHADO‚ R.##BERGAMASCHI‚ M.##BARBOSA‚ RT##DE OLIVEIRA‚ CA##BINELLI‚ M.,5,2008,0,2008
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Echobiometrics kidney and renal artery triplex doppler of canine fetuses,M.A.R. FELICIANO##D.J. CARDILLI##A.C. NEPOMUCENO##R.M. CRIVALERO##M.A.M. SILVA##L.N. COUTINHO##M.E.F. OLIVEIRA##W.R.R. VICENTE,8,Abr. 2014,0,2014
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Analysis of follicular events in owl monkeys (Aotus azarai infulatus) using B-mode and Doppler ultrasound,"COUTINHO, L. N.##DE BRITO, M. B. S.##MONTEIRO, F. O. B.##DE ANDRADE, R. S.##DA CONCEICAO, M. E. B.##FELICIANO, M. R.##DE CASTRO, P. H. G.##TEIXEIRA, P. P. M.##VICENTE, W. R. R.",9,JUL 15 2013,2,2013
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Hemodynamic gestational adaptation in bitches,"DE ALMEIDA, VIVIAN TAVARES##RAMIREZ USCATEGUI, RICARDO ANDRES##DA SILVA, PRISCILA DEL AGUILA##AVANTE, MICHELE LOPES##RODRIGUES SIMOES, ANA PAULA##RUSSIANO VICENTE, WILTER RICARDO",6,2017,0,2017
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Single incision laparoscopic surgery (SILS (TM)) using an umbilical hernial approach for cryptorchidectomy of a degenerated testis in a dog,"TIOSSO, CAIO DE FARIA##VOORWALD, FAHIANA AZEVEDO##BRUN, MAURICIO VELOSO##PATINA NAKAGHI, LUCIANA CRISTINA##CRIVELARO, ROBERTA MARTINS##APPARICIO, MARICY##RUSSIANO VICENTE, WITTER RICARDO",7,2019,0,2019
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Single incision laparoscopic surgery (SILSTM) using an umbilical hernial approach for cryptorchidectomy of a degenerated testis in a dog,CAIO DE FARIA TIOSSO##FABIANA AZEVEDO VOORWALD##MAURÍCIO VELOSO BRUN##LUCIANA CRISTINA PADILHA NAKAGHI##ROBERTA MARTINS CRIVELARO##MARICY APPARICIO##WILTER RICARDO RUSSIANO VICENTE,7,2019,0,2019
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Effects of season and ovarian status on the outcome of long-term progesterone-based estrus synchronization protocols and ovulatory follicle development in Santa Ines ewes under subtropical conditions,"OLIVEIRA, M. E. F.##AYRES, H.##OLIVEIRA, L. G.##BARROS, F. F. P. C.##OBA, E.##BICUDO, S. D.##BARTLEWSKI, P. M.##FONSECA, J. F.##VICENTE, W. R. R.",9,FEB 2016,6,2016
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Distribution of cortical granules and meiotic maturation of canine oocytes in bi-phasic systems,"APPARICIO, MARICY##MOSTACHIO, GIULIANO Q.##MOTHEO, TATHIANA F.##ALVES, ARACELLE E.##PADILHA, LUCIANA##PIRES-BUTLER, ELIANDRA A.##SAVI, PAULA A. P.##USCATEGUI, RICARDO A. R.##LUVONI, GAIA C.##VICENTE, WILTER R. R.",10,2015,4,2015
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Quantitative ultrasound elastography and biometry of the bitch uterus in the early puerperium after vaginal delivery and caesarean section,"RODRIGUES SIMOES, ANA PAULA##MARONEZI, MARJURY CRISTINA##RAMIREZ USCATEGUI, RICARDO ANDRES##AVANTE, MICHELLE LOPES##GASSER, BEATRIZ##SILVA, PRISCILA##PAVAN, LETICIA##MACIEL, GIOVANNA SERPA##SERUTI PELOGIA, MARINA EMANOELLA##RUSSIANO VICENTE, WILTER RICARDO",10,JAN 2020,0,2020
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Placental ARFI elastography and biometry evaluation in bitches,"RODRIGUES SIMOES, ANA PAULA##MARONEZI, MARJURY CRISTINA##RAMIREZ USCATEGUI, RICARDO ANDRES##KAKO RODRIGUES, MARIANA GARCIA##GOMES MARIANO, RENATA SITTA##DE ALMEIDA, VIVIAN TAVARES##CORREIA SANTOS, VICTOR JOSE##DA SILVA, PRISCILA DEL AGUILA##RUSSIANO VICENTE, WILTER RICARDO##ROSSI FELICIANO, MARCUS ANTONIO",10,MAR 2020,0,2020
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,"Estudo clínico, histopatológico e imunoistoquímico de neoplasias mamárias em cadelas",M.A.R. FELICIANO##A.S. SILVA##R.V.R. PEIXOTO##P.D. GALERA##W.R.R. VICENTE,5,Out. 2012,0,2012
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,B-mode Ultrasound and Doppler Mode for Early-stage Pregnancy Diagnosis in Shi-Tzu Bitches,"ROSSI FELICIANO, MARCUS ANTONIO##NEPOMUCENO, ANELISE CARVALHO##CARDILLI, DIOGO JOSE##COUTINHO, LEANDRO NASSAR##FRANCO OLIVEIRA, MARIA EMILIA##DE ALMEIDA, VIVIAN TAVARES##CANELLO, FERNANDA GONCALVES##RUSSIANO VICENTE, WILTER RICARDO",8,NOV 12 2013,0,2013
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Effects of Hormonal Supplementation on Nuclear Maturation and Cortical Granules Distribution of Canine Oocytes During Various Reproductive Stages,"APPARICIO, M.##ALVES, A. E.##PIRES-BUTLER, E. A.##RIBEIRO, A. P. C.##COVIZZI, G. J.##VICENTE, W. R. R.",6,OCT 2011,4,2011
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Effect of age and number of parturitions on uterine and ovarian variables in owl monkeys,"COUTINHO, L. N.##MONTEIRO, F. O. B.##TAKESHITA, R. S. C.##DE MIRANDA LINS E LINS, F. L.##DA SILVA, G. A.##FATURI, C.##DE CASTRO, P. H. G.##MUNIZ, J. A. P. C.##KUGELMEIER, T.##WHITEMAN, C. W.",10,OCT 2011,4,2011
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Conventional and Doppler ultrasound for the differentiation of benign and malignant canine mammary tumours,"FELICIANO, M. A. R.##VICENTE, W. R. R.##SILVA, M. A. M.",3,JUN 2012,22,2012
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,B-mode ultrasonography and ecobiometric parameters for assessment of embryonic and fetal development in sheep,"CORREIA SANTOS, VICTOR JOSE##KAKO RODRIGUEZ, MARIANA GARCIA##DA SILVA, PRISCILA DEL AGUILA##GOMES MARIANO, RENATA SITTA##TAIRA, AUGUSTO RYONOSUKE##DE ALMEIDA, VIVIAN TAVARES##B, RICARDO ANDRES RAMIREZ USCATEGUI##NOCITI, RICARDO PERECIN##MAIA TEIXEIRA, PEDRO PAULO##ROSSI FELICIANO, MARCUS ANTONIO",10,OCT 2018,0,2018
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,PANCREATIC EVALUATION IN DOGS USING DIFFERENT ULTRASONOGRAPHIC TECHNIQUES - PRELIMINARY RESULTS,"LOPES, MICHELLE AVANTE##FELICIANO MARCUS, ANTONIO ROSSI##USCATEGUI RICARDO, ANDRES RAMIREZ##MARONEZI, MARJURY CRISTINA##SILVA, PRISCILA DEL AGUILA##POZZOBON, RICARDO##SIMOES ANA, PAULA RODRIGUES##SILVA, PRISCILA##GASSER, BEATRIZ##PAVAN, LETICIA",10,JUN 2020,0,2020
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,"Follicular wave emergence in Santa Ines ewes subjected to long-term, progesterone-based estrous synchronization protocols at different times of the year","OLIVEIRA, M. E. F.##AYRES, H.##OLIVEIRA, L. G.##OBA, E.##KRIDLI, R. T.##BARTLEWSKI, P. M.##FONSECA, J. F.##BICUDO, S. D.##VICENTE, W. R. R.",9,NOV 2016,1,2016
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Serum Levels of Cardiac Markers NT-proANP and NT-proBNP in Brachycephalic bitches at Different Gestational Stages,"FELICIANO, M. A. R.##USCATEGUI, R. R.##MACIEL, G. S.##DE ALMEIDA, V. T.##SILVEIRA, M. F.##DE OLIVEIRA, G. A. C.##VICENTE, W. R. R.",7,JUN 2016,0,2016
/pt/pesquisador/4816/wilter-ricardo-russiano-vicente/,Foetal echoencephalography and Doppler ultrasonography of the middle cerebral artery in canine foetuses,"FELICIANO, M. A. R.##NEPOMUCENO, A. C.##CRIVALERO, R. M.##OLIVEIRA, M. E. F.##COUTINHO, L. N.##VICENTE, W. R. R.",6,MAR 2013,10,2013
/pt/pesquisador/7886/marcelo-bahia-labruna/,"Prevalence of antibodies to spotted fever group rickettsiae in humans and domestic animals in a Brazilian spotted fever-endemic area in the State of São Paulo, Brazil: serologic evidence for infection by Rickettsia rickettsii and another spotted fever group rickettsia","LABRUNA, M. B.##SANGIONI, L. A.##VIANNA, M. C. B.##GENNARI, S. M.##GALVÃO, M. A. M.##MAFRA, C. L.##VIDOTTO, O.##SCHUMAKER, T. S. T.##WALKER, D. H.##HORTA, M. C.",10,Jul. 2004,0,2004
/pt/pesquisador/7886/marcelo-bahia-labruna/,Vector Competence for West Nile Virus and St. Louis Encephalitis Virus (Flavivirus) of Three Tick Species of the Genus Amblyomma (Acari: Ixodidae),"FLORES, FERNANDO S.##ZANLUCA, CAMILA##GUGLIELMONE, ALBERTO A.##DUARTE DOS SANTOS, CLAUDIA N.##LABRUNA, MARCELO B.##DIAZ, ADRIAN",6,2019,0,2019
/pt/pesquisador/7886/marcelo-bahia-labruna/,A human case of spotted fever caused by Rickettsia parkeri strain Atlantic rainforest and its association to the tick Amblyomma ovale,"SEVA, ANAIA DA PAIXAO##MARTINS, THIAGO FERNANDES##MUNOZ-LEAL, SEBASTIAN##RODRIGUES, ANA CARLA##PINTER, ADRIANO##LUZ, HERMES R.##ANGERAMI, RODRIGO N.##LABRUNA, MARCELO B.",8,OCT 11 2019,0,2019
/pt/pesquisador/7886/marcelo-bahia-labruna/,Epidemiology of capybara-associated Brazilian spotted fever,"LUZ, HERMES R.##COSTA, FRANCISCO B.##BENATTI, HECTOR R.##RAMOS, VANESSA N.##SERPA, MARIA CAROLINA DE A.##MARTINS, THIAGO F.##ACOSTA, IGOR C. L.##RAMIREZ, DIEGO G.##MUNOZ-LEAL, SEBASTIAN##RAMIREZ-HERNANDEZ, ALEJANDRO",10,SEP 2019,1,2019
/pt/pesquisador/7886/marcelo-bahia-labruna/,Comparative survival of the engorged stages of Amblyomma dubitatum and Amblyomma sculptum in the laboratory: Implications for Brazilian spotted fever epidemiology,"LUZ, HERMES R.##RAMIREZ-HERNANDEZ, ALEJANDRO##BENATTI, HECTOR R.##RAMIREZ, DIEGO G.##SZABO, MATIAS P. J.##LABRUNA, MARCELO B.",6,MAR 2020,0,2020
/pt/pesquisador/7886/marcelo-bahia-labruna/,"Leptus (Leptus) simonettae Haitlinger, 2000 (Trombidiformes: Erythraeidae) parasitizing a soft tick (Ixodida: Argasidae) in Brazil","BASSINI-SILVA, RICARDO##JACINAVICIUS, FERNANDO DE CASTRO##MUNOZ-LEAL, SEBASTIAN##TERASSINI, FLAVIO A.##BARBOZA DE OLIVEIRA, GLAUBER MENESES##WELBOURN, CAL##SUNDIC, MILOJE##LABRUNA, MARCELO BAHIA##BARROS-BATTESTI, DARCI MORAES",9,OCT 3 2019,0,2019
/pt/pesquisador/7886/marcelo-bahia-labruna/,Hosts mobility and spatial spread of Rickettsia rickettsii,"POLO, GINA##ACOSTA, CARLOS MERA##LABRUNA, MARCELO B.##FERREIRA, FERNANDO##BROCKMANN, DIRK",5,DEC 2018,4,2018
/pt/pesquisador/7886/marcelo-bahia-labruna/,Multi-locus phylogenetic analysis groups the New World bacterium Rickettsia sp. strain ApPR with the Old World species R. africae; proposal of ``Candidatus Rickettsia paranaensis{''},"PECKLE, MARISTELA##LUZ, HERMES R.##LABRUNA, MARCELO B.##SERPA, MARIA CAROLINA A.##LIMA, STANLEY##MATURANO, RALPH##FACCINI, JOAO L. H.##MCINTOSH, DOUGLAS",8,OCT 2019,1,2019
/pt/pesquisador/7886/marcelo-bahia-labruna/,"``Candidatus Borrelia ibitipoquensis,{''} a Borrelia valaisiana-Related Genospecies Characterized from Ixodes paranaensis in Brazil","MUNOZ-LEAL, SEBASTIAN##RAMIREZ, DIEGO G.##LUZ, HERMES R.##FACCINI, JOAO L. H.##LABRUNA, MARCELO B.",5,MAY 2020,0,2020
/pt/pesquisador/7886/marcelo-bahia-labruna/,Lethal Fascioliasis in Capybaras (Hydrochoerus hydrochaeris) in Brazil,"LABRUNA, M. B.##COSTA, F. B.##PORT-CARVALHO, M.##OLIVEIRA, A. S.##SOUZA, S. L. P.##CASTRO, M. B.",6,APR 2018,6,2018
/pt/pesquisador/7886/marcelo-bahia-labruna/,"A third species of Nothoaspis Keirans & Clifford, 1975 (Acari: Argasidae): Nothoaspis setosus (Kohls, Clifford & Jones, 1969) n. comb","MUNOZ-LEAL, SEBASTIAN##TERASSINI, FLAVIO A.##MARCILI, ARLEI##OLIVEIRA, GLAUBER M. B.##CAMARGO, LUIS MARCELO A.##LABRUNA, MARCELO B.",6,SEP 2019,0,2019
/pt/pesquisador/7886/marcelo-bahia-labruna/,Frequency of anti-Leptospira spp. antibodies in dogs and wild small mammals from rural properties and conservation units in southern Brazil,"PORTO DE ABREU, JULIANA AIZAWA##KRAWCZAK, FELIPE DA SILVA##GUEDES, ISRAEL BARBOSA##DE SOUZA-FILHO, ANTONIO FRANCISCO##DE SOUZA, GISELE OLIVEIRA##BINDER, LINA DE CAMPOS##DE OLIVEIRA, CAROLINE SOBOTYK##SPONCHIADO, JONAS##MELO, GERUZA LEAL##LABRUNA, MARCELO BAHIA",10,DEC 2019,0,2019
/pt/pesquisador/7886/marcelo-bahia-labruna/,Mild toxicosis after the bite of Ornithodoros rietcorreai: Images of a brief time-line description,"MUNOZ-LEAL, SEBASTIAN##COSTA, FRANCISCO B.##FACCINI-MARTINEZ, ALVARO A.",3,NOV-DEC 2019,1,2019
/pt/pesquisador/7886/marcelo-bahia-labruna/,"First report of Ornithodoros peropteryx in Brazil, and the occurrence of Ornithodoros cavernicolous in the western Brazilian Amazon","MUNOZ-LEAL, SEBASTIAN##TERASSINI, FLAVIO A.##LUZ, HERMES R.##FONTANA, ISABELLA##CAMARGO, LUIS MARCELO A.##LABRUNA, MARCELO B.",6,NOV 2018,4,2018
/pt/pesquisador/7886/marcelo-bahia-labruna/,"New records of ticks infesting bats in Brazil, with observations on the first nymphal stage of Ornithodoros hasei","MUNOZ-LEAL, S.##BARBIER, E.##SOARES, F. A. M.##BERNARD, E.##LABRUNA, M. B.##DANTAS-TORRES, F.",6,DEC 2018,2,2018
/pt/pesquisador/7886/marcelo-bahia-labruna/,Ecology of a tick-borne spotted fever in southern Brazil,"KRAWCZAK, FELIPE S.##BINDER, LINA C.##OLIVEIRA, CAROLINE S.##COSTA, FRANCISCO B.##MORAES-FILHO, JONAS##MARTINS, THIAGO F.##SPONCHIADO, JONAS##MELO, GERUZA L.##GREGORI, FABIO##POLO, GINA",10,OCT 2016,8,2016
/pt/pesquisador/7886/marcelo-bahia-labruna/,Comparative biology of the tropical and temperate species of Rhipicephalus sanguineus sensu lato (Acari: Ixodidae) under different laboratory conditions,"LABRUNA, MARCELO B.##GERARDI, MONIZE##KRAWCZAK, FELIPE S.##MORAES-FILHO, JONAS",4,2017,12,2017
/pt/pesquisador/7886/marcelo-bahia-labruna/,"Epidemiology of Brazilian spotted fever in the Atlantic Forest, state of Sao Paulo, Brazil","OGRZEWALSKA, MARIA##SARAIVA, DANILO G.##MORAES-FILHO, JONAS##MARTINS, THIAGO F.##COSTA, FRANCISCO B.##PINTER, ADRIANO##LABRUNA, MARCELO B.",7,SEP 2012,59,2012
/pt/pesquisador/7886/marcelo-bahia-labruna/,Influence of Photoperiod and Temperature on the Larval Behavioral Diapause of Amblyomma cajennense (Acari: Ixodidae),"CABRERA, RICARDO R.##LABRUNA, MARCELO B.",2,NOV 2009,14,2009
/pt/pesquisador/7886/marcelo-bahia-labruna/,Molecular characterization of `Candidatus Rickettsia vini' in Ixodes arboricola from the Czech Republic and Slovakia,"NOVAKOVA, MARKETA##BULKOVA, ALEXANDRA##COSTA, FRANCISCO B.##KRISTIN, ANTON##KRIST, MILOS##KRAUSE, FRANTISEK##LIZNAROVA, EVA##LABRUNA, MARCELO B.##LITERAK, IVAN",9,2015,6,2015
/pt/pesquisador/7886/marcelo-bahia-labruna/,"Evaluation of the vector competence of six ixodid tick species for Rangelia vitalii (Apicomplexa, Piroplasmorida), the agent of canine rangeliosis","SOARES, JOAO F.##COSTA, FRANCISCO B.##GIROTTO-SOARES, ALINE##DA SILVA, ALEKSANDRO S.##FRANCA, RAQUELI T.##TANIWAKI, SUELI A.##DALL'AGNOL, BRUNO##RECK, JOSE##HAGIWARA, MITIKA K.##LABRUNA, MARCELO B.",10,JUL 2018,4,2018
/pt/pesquisador/7886/marcelo-bahia-labruna/,Phylogenetic Evidence for the Existence of Multiple Strains of Rickettsia parkeri in the New World,"NIERI-BASTOS, FERNANDA A.##MARCILI, ARLEI##DE SOUSA, RITA##PADDOCK, CHRISTOPHER D.##LABRUNA, MARCELO B.",5,APR 2018,16,2018
/pt/pesquisador/7886/marcelo-bahia-labruna/,"Primeiro registro de machos de Amblyomma rotundatum (Acari: Ixodidae) em jabuti-tinga (Chelonoidis denticulatus) no estado do Amazonas, Amazônia brasileira: relato de caso",S.L. GIANIZELLA##J. MORAES JÚNIOR##C.A.R. NASCIMENTO##T.F. MARTINS,4,Jan. 2018,0,2018
/pt/pesquisador/7886/marcelo-bahia-labruna/,"Tick fauna of wild animals received and attended at the Santarem Zoological Park, western Para State, Brazil","GOMES DO NASCIMENTO, KELLY KAROLINE##MODESTO VERISSIMO, SAMARA MARIA##RAIA, VANESSA DE ALMEIDA##SILVA GUIMARAES, RUTH CAVALCANTE##CASTRO SEADE, GISELE CRISTINE##PICANCO AZEVEDO, ADNA CRISTINA##MATOS, SIDCLEY PEREIRA##DE OLIVEIRA, JAIRO MOURA##BEZERRA, ISIS ABEL##MARTINS, THIAGO FERNANDES",10,2017,3,2017
/pt/pesquisador/7886/marcelo-bahia-labruna/,Isolation and characterization of microsatellite loci from the tick Amblyomma aureolatum (Acari: Ixodidae),"OGRZEWALSKA, M.##BAJAY, M. M.##SCHWARCZ, K.##BAJAY, S. K.##TELLES, M. P. C.##PINHEIRO, J. B.##ZUCCHI, M. I.##PINTER, A.##LABRUNA, M. B.",9,2014,1,2014
/pt/pesquisador/7886/marcelo-bahia-labruna/,"Experimental Infection of the Opossum Didelphis aurita by Rickettsia felis, Rickettsia bellii, and Rickettsia parkeri and Evaluation of the Transmission of the Infection to Ticks Amblyomma cajennense and Amblyomma dubitatum","HORTA, MAURICIO C.##SABATINI, GUILHERME S.##MORAES-FILHO, JONAS##OGRZEWALSKA, MARIA##CANAL, RAONI B.##PACHECO, RICHARD C.##MARTINS, THIAGO F.##MATUSHIMA, ELIANA R.##LABRUNA, MARCELO B.",9,DEC 2010,28,2010
/pt/pesquisador/7886/marcelo-bahia-labruna/,Experimental infection of capybaras Hydrochoerus hydrochaeris by Rickettsia rickettsii and evaluation of the transmission of the infection to ticks Amblyomma cajennense,"SOUZA, CELSO E.##MORAES-FILHO, JONAS##OGRZEWALSKA, MARIA##UCHOA, FRANSCISCO C.##HORTA, MAURICIO C.##SOUZA, SAVINA S. L.##BORBA, RENATA C. M.##LABRUNA, MARCELO B.",8,APR 6 2009,48,2009
/pt/pesquisador/7886/marcelo-bahia-labruna/,ISOLATION OF Rickettsia bellii FROM Amblyomma ovale AND Amblyomma incisum TICKS FROM SOUTHERN BRAZIL,"PACHECO, RICHARD##ROSA, SIMONE##RICHTZENHAIN, LEONARDO##SZABO, MATIAS P. J.##LABRUNA, MARCELO B.",5,MAY-AUG 2008,16,2008
/pt/pesquisador/7886/marcelo-bahia-labruna/,Basic reproduction number for the Brazilian Spotted Fever,"POLO, GINA##LABRUNA, MARCELO B.##FERREIRA, FERNANDO",3,DEC 7 2018,4,2018
/pt/pesquisador/7886/marcelo-bahia-labruna/,Comparative survival of the engorged stages of Amblyomma cajennense sensu stricto and Amblyomma sculptum under different laboratory conditions,"LABRUNA, MARCELO B.",1,MAY 2018,4,2018
/pt/pesquisador/7886/marcelo-bahia-labruna/,Litomosoides silvai (Nematoda: Onchocercidae) parasitizing Akodon montensis (Rodentia: Cricetidae) in the southern region of Brazil,"GRESSLER, LUCAS TREVISAN##KRAWCZAK, FELIPE DA SILVA##KNOFF, MARCELO##MONTEIRO, SILVIA GONZALEZ##LABRUNA, MARCELO BAHIA##BINDER, LINA DE CAMPOS##DE OLIVEIRA, CAROLINE SOBOTYK##NOTARNICOLA, JULIANA",8,OCT-DEC 2017,1,2017
/pt/pesquisador/7886/marcelo-bahia-labruna/,Isolation of Rickettsia rickettsii and Rickettsia bellii in cell culture from the tick Amblyomma aureolatum in Brazil,PINTER‚ A.##LABRUNA‚ M.B.,2,2006,0,2006
/pt/pesquisador/7886/marcelo-bahia-labruna/,"In vitro isolation from Amblyomma ovale (Acari: Ixodidae) and ecological aspects of the Atlantic rainforest Rickettsia, the causative agent of a novel spotted fever rickettsiosis in Brazil","SZABO, M. P. J.##NIERI-BASTOS, F. A.##SPOLIDORIO, M. G.##MARTINS, T. F.##BARBIERI, A. M.##LABRUNA, M. B.",6,MAY 2013,69,2013
/pt/pesquisador/7886/marcelo-bahia-labruna/,"Rickettsial Infection in Animals, Humans and Ticks in Pauliceia, Brazil","SILVEIRA, I.##MARTINS, T. F.##OLEGARIO, M. M.##PETERKA, C.##GUEDES, E.##FERREIRA, F.##LABRUNA, M. B.",7,NOV 2015,8,2015
/pt/pesquisador/7886/marcelo-bahia-labruna/,"Comparative Evaluation of the Vector Competence of Four South American Populations of the Rhipicephalus sanguineus Group for the Bacterium Ehrlichia canis, the Agent of Canine Monocytic Ehrlichiosis","MORAES-FILHO, JONAS##KRAWCZAK, FELIPE S.##COSTA, FRANCISCO B.##SOARES, JOAO FABIO##LABRUNA, MARCELO B.",5,SEP 28 2015,46,2015
/pt/pesquisador/7380/ana-flavia-de-carvalho/,"Gross and Microscopic Anatomy of the Pineal Gland in Nasua nasua- Coati (Linnaeus, 1766)","FAVARON, P. O.##MANCANARES, C. A. F.##DE CARVALHO, A. F.##AMBROSIO, C. E.##LEISER, R.##MIGLINO, M. A.",6,2008,3,2008
/pt/pesquisador/7992/luzia-helena-queiroz/,Rabies in southeast Brazil: a change in the epidemiological pattern,"QUEIROZ, LUZIA HELENA##FAVORETTO, SILVANA REGINA##CUNHA, ELENICE MARIA S.##CAMPOS, ANGELICA CRISTINE A.##LOPES, MARISSOL CARDOSO##DE CARVALHO, CRISTIANO##IAMAMOTO, KEILA##ARAUJO, DANIELLE BASTOS##VENDITTI, LEANDRO LIMA R.##RIBEIRO, ERICA S.",10,JAN 2012,13,2012
/pt/pesquisador/7992/luzia-helena-queiroz/,"Características relatadas sobre animais agressores submetidos ao diagnóstico de raiva, São Paulo, Brasil, 1993-2007","BUSO, DANIEL SARTORE##NUNES, CARIS MARONI##QUEIROZ, LUZIA HELENA",3,dez. 2009,0,2009
/pt/pesquisador/7992/luzia-helena-queiroz/,Perfil epidemiológico da raiva na região Noroeste do Estado de São Paulo no período de 1993 a 2007,"QUEIROZ, LUZIA HELENA##CARVALHO, CRISTIANO DE##BUSO, DANIEL SARTORI##FERRARI, CLARA ISABEL DE LUCCA##PEDRO, WAGNER ANDRÉ",5,2009,0,2009
/pt/pesquisador/7992/luzia-helena-queiroz/,Chicken embryo related (CER) cell line for quantification of rabies neutralizing antibody by fluorescent focus inhibition test,CARDOSO‚ TC##DA SILVA‚ LH##DA SILVA‚ SEL##ALBAS‚ A.##PARDO‚ PE##TANAKA‚ AH##COSSY‚ LB##PERRI‚ SHV,8,2006,0,2006
/pt/pesquisador/7992/luzia-helena-queiroz/,Rabies surveillance in bats in Northwestern State of Sao Paulo,"CASAGRANDE, DAIENE KARINA AZEVEDO##DE BARROS DA CRUZ FAVARO, ANA BEATRIZ BOTTO##DE CARVALHO, CRISTIANO##PICOLO, MILEIA RICCI##BORGES HERNANDEZ, JANANA CAMILA##LOT, MONIQUE SERRA##ALBAS, AVELINO##ARAUJO, DANIELLE BASTOS##PEDRO, WAGNER ANDRE##QUEIROZ, LUZIA HELENA",10,NOV-DEC 2014,3,2014
